sg_uf,nm_ue,ds_cargo,ds_sit_tot_turno,ds_genero,ds_cor_raca,ds_grau_instrucao,nr_cpf,ds_ocupacao,sg_partido
MA,São Luís,VEREADOR,#NULO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,NOVO
MA,São Luís,VEREADOR,#NULO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PSDB
MA,São Luís,VEREADOR,#NULO,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,PUBLICITÁRIO,PP
MA,São Luís,VEREADOR,#NULO,FEMININO,PRETA,SUPERIOR COMPLETO,-4,ASSISTENTE SOCIAL,PT
MA,São Luís,VEREADOR,#NULO,MASCULINO,PRETA,LÊ E ESCREVE,-4,EMPRESÁRIO,PT
MA,São Luís,VEREADOR,#NULO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,AVANTE
MA,São Luís,PREFEITO,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MÉDICO,PRTB
MA,São Luís,PREFEITO,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,SOLIDARIEDADE
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ENFERMEIRO,MOBILIZA
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,MOBILIZA
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO SUPERIOR,MOBILIZA
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSOL
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR INCOMPLETO,-4,OUTROS,PSOL
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSOL
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,UNIÃO
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO FUNDAMENTAL,PSTU
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,PMB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PEDAGOGO,PMB
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,OUTROS,PDT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PDT
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO CIVIL APOSENTADO,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,VIGILANTE,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MÉDICO,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,NOVO
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,PRODUTOR DE ESPETÁCULOS PÚBLICOS,PSB
MA,São Luís,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,VEREADOR,PSB
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,CABELEIREIRO E BARBEIRO,PSB
MA,São Luís,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PSB
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,PSB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,COMERCIANTE,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,TRABALHADOR DE CONSTRUÇÃO CIVIL,CIDADANIA
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ENGENHEIRO,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,AGENTE DE VIAGEM,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,CIDADANIA
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,JORNALISTA E REDATOR,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,FARMACÊUTICO,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,DC
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PEDAGOGO,DC
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,PRD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,ADVOGADO,PRD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ENGENHEIRO,PRD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,PRD
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ENFERMEIRO,PP
MA,São Luís,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,PP
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,COMERCIANTE,PP
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PODE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,ADVOGADO,PODE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",PODE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO FUNDAMENTAL COMPLETO,-4,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,PODE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS",PODE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,TAXISTA,PODE
MA,São Luís,VEREADOR,ELEITO POR MÉDIA,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,-4,EMPRESÁRIO,PODE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO SUPERIOR,PT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,AVANTE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),AVANTE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PL
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,OUTROS,PL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,OUTROS,PL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,-4,DONA DE CASA,PL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ENGENHEIRO,PL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PL
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,MECÂNICO DE MANUTENÇÃO,REPUBLICANOS
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MÉDICO,REPUBLICANOS
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,REPUBLICANOS
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,REPUBLICANOS
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,MÉDICO,MDB
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,MDB
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),MDB
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,VEREADOR,PSD
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSD
MA,São Luís,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MÉDICO,PSD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,PSD
MA,São Luís,VEREADOR,ELEITO POR MÉDIA,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,VEREADOR,PSD
MA,São Luís,VICE-PREFEITO,NÃO ELEITO,FEMININO,PRETA,SUPERIOR INCOMPLETO,-4,SECRETÁRIO E DATILÓGRAFO,PSOL
MA,São Luís,VEREADOR,#NULO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,MOBILIZA
MA,São Luís,VEREADOR,#NULO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,OUTROS,PDT
MA,São Luís,VEREADOR,#NULO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,CABELEIREIRO E BARBEIRO,PT
MA,São Luís,PREFEITO,NÃO ELEITO,MASCULINO,PRETA,SUPERIOR INCOMPLETO,-4,EMPRESÁRIO,PDT
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,MOBILIZA
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MOTOBOY,MOBILIZA
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO ESTADUAL,PSOL
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,DONA DE CASA,PSOL
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,JORNALISTA E REDATOR,PSOL
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,MOTORISTA PARTICULAR,PSOL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,ADVOGADO,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,DONA DE CASA,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,SERVENTUÁRIO DE JUSTIÇA,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,UNIÃO
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,"PILOTO DE AVIAÇÃO COMERCIAL, NAVEGADOR, MECÂNICO DE VÔO E ASSEMELHADOS",UNIÃO
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,PMB
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PDT
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PDT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ENFERMEIRO,PDT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,VEREADOR,PDT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,OUTROS,PDT
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,MILITAR REFORMADO,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,FISCAL,NOVO
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,PSB
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PSB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,MECÂNICO DE MANUTENÇÃO,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,CIDADANIA
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ENFERMEIRO,DC
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,REPRESENTANTE COMERCIAL,DC
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,DC
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PRD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PRD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,PRD
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,TÉCNICO DE LABORATÓRIO E RAIOS X,PRD
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,PP
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,CONTADOR,PP
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,JORNALISTA E REDATOR,PP
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,-4,EMPRESÁRIO,PODE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO FUNDAMENTAL,PODE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,PODE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ANALISTA DE SISTEMAS,PT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO SUPERIOR,PT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),AVANTE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,CABELEIREIRO E BARBEIRO,AVANTE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,NÃO INFORMADO,SUPERIOR COMPLETO,-4,ADMINISTRADOR,AVANTE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,AVANTE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,AVANTE
MA,São Luís,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,AVANTE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,AVANTE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,JORNALISTA E REDATOR,AVANTE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,JARDINEIRO,PL
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,PL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ASSISTENTE SOCIAL,PL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,REPUBLICANOS
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,REPUBLICANOS
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,REPUBLICANOS
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,MDB
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,MDB
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,MDB
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO INCOMPLETO,-4,VEREADOR,PSD
MA,São Luís,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,JORNALISTA E REDATOR,PSD
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,MÚSICO,PSD
MA,São Luís,VEREADOR,#NULO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PMB
MA,São Luís,VEREADOR,#NULO,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PDT
MA,São Luís,PREFEITO,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,DEPUTADO,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,MOBILIZA
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",PSOL
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PSOL
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PEDAGOGO,UNIÃO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,PMB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PMB
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,PDT
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,PDT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PDT
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,PDT
MA,São Luís,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PDT
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,MÉDICO,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,CONTADOR,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,GUIA DE TURISMO,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,ESTETICISTA,NOVO
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,NOVO
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,PSB
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,VEREADOR,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,CIDADANIA
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO ESTADUAL,PSDB
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,DC
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,DC
MA,São Luís,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,DC
MA,São Luís,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,NUTRICIONISTA E ASSEMELHADOS,DC
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PRD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,PRD
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO ESTADUAL,PP
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO SUPERIOR,PP
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PP
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PODE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PUBLICITÁRIO,PODE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",PODE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,INDÍGENA,ENSINO FUNDAMENTAL COMPLETO,-4,PESCADOR,PV
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",AVANTE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,ADMINISTRADOR,AVANTE
MA,São Luís,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",AVANTE
MA,São Luís,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,AVANTE
