sg_uf,nm_ue,ds_cargo,ds_sit_tot_turno,ds_genero,ds_cor_raca,ds_grau_instrucao,nr_cpf,ds_ocupacao,sg_partido
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,COMERCIANTE,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PSD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO ESTADUAL,PSD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ENFERMEIRO,PSD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PSD
PI,Teresina,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,PL
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MÉDICO,PL
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PL
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PL
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,PUBLICITÁRIO,AVANTE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,AVANTE
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,NOVO
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,NOVO
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,PRETA,SUPERIOR INCOMPLETO,-4,GERENTE,NOVO
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PODE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,PEDAGOGO,PODE
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),AGIR
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,AGIR
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,AGIR
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,MOTORISTA PARTICULAR,PSOL
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,ADVOGADO,PSOL
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,EMPRESÁRIO,PSOL
PI,Teresina,VEREADOR,#NULO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,JORNALISTA E REDATOR,PRD
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,AGENTE DE SAÚDE E SANITARISTA,DC
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ENFERMEIRO,DC
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),DC
PI,Teresina,VEREADOR,ELEITO POR MÉDIA,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,MDB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO INCOMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),MDB
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,FONOAUDIÓLOGO,MDB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,MDB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,-4,EMPRESÁRIO,PDT
PI,Teresina,VEREADOR,ELEITO POR QP,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,ADVOGADO,PDT
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PDT
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,PDT
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PRD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,PRD
PI,Teresina,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,AGRICULTOR,PRD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PRD
PI,Teresina,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ARQUITETO,PRD
PI,Teresina,VEREADOR,ELEITO POR MÉDIA,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,PRD
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,MOTORISTA PARTICULAR,CIDADANIA
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,CIDADANIA
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",PSDB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR INCOMPLETO,-4,VIGILANTE,SOLIDARIEDADE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,OUTROS,SOLIDARIEDADE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,JORNALISTA E REDATOR,SOLIDARIEDADE
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR INCOMPLETO,-4,OUTROS,SOLIDARIEDADE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,PP
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,AMARELA,SUPERIOR COMPLETO,-4,ENGENHEIRO,PP
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO FUNDAMENTAL COMPLETO,-4,MOTORISTA PARTICULAR,PP
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PEDAGOGO,PP
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO ESTADUAL,PSTU
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,PT
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,PT
PI,Teresina,VEREADOR,ELEITO POR MÉDIA,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,PT
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,PSB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,COMERCIANTE,PSB
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PSB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,PSB
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,DONA DE CASA,PSB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR INCOMPLETO,-4,EMPRESÁRIO,PSD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,CIENTISTA POLÍTICO,PL
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,OUTROS,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MÉDICO,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,AVANTE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,GERENTE,AVANTE
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,DONA DE CASA,AVANTE
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,AGENTE ADMINISTRATIVO,AVANTE
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,AGENTE ADMINISTRATIVO,NOVO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,PODE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PODE
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,OUTROS,AGIR
PI,Teresina,VICE-PREFEITO,ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,REPUBLICANOS
PI,Teresina,VICE-PREFEITO,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,MÉDICO,MDB
PI,Teresina,VEREADOR,#NULO,FEMININO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,DC
PI,Teresina,VEREADOR,#NULO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,DC
PI,Teresina,VEREADOR,#NULO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PSDB
PI,Teresina,VEREADOR,#NULO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,AGENTE ADMINISTRATIVO,AVANTE
PI,Teresina,VEREADOR,#NULO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PODE
PI,Teresina,VEREADOR,#NULO,MASCULINO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,-4,ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS,AGIR
PI,Teresina,VEREADOR,#NULO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,TRABALHADOR METALÚRGICO E SIDERÚRGICO,PSOL
PI,Teresina,PREFEITO,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,MÉDICO,PRD
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,DC
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,FONOAUDIÓLOGO,DC
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,MOTORISTA PARTICULAR,MDB
PI,Teresina,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,MDB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MILITAR REFORMADO,MDB
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO CIVIL APOSENTADO,MDB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PDT
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PDT
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PRD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO FUNDAMENTAL COMPLETO,-4,COMERCIANTE,PRD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PRD
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,CIDADANIA
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",CIDADANIA
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,PSDB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,SOLIDARIEDADE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,SOLIDARIEDADE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,POLICIAL MILITAR,PP
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PP
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,-4,TRABALHADOR RURAL,PT
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,COMERCIÁRIO,PT
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,AGENTE ADMINISTRATIVO,PC do B
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,COMERCIANTE,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,NUTRICIONISTA E ASSEMELHADOS,PSD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,INDUSTRIAL,PSD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",PSD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,ENFERMEIRO,PL
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,UNIÃO
PI,Teresina,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR INCOMPLETO,-4,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",AVANTE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,AVANTE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,AVANTE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,AVANTE
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,CONTADOR,NOVO
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",PODE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,TÉCNICO EM AGRONOMIA E AGRIMENSURA,PODE
PI,Teresina,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",PODE
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,COMERCIANTE,PODE
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",PODE
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,TERAPEUTA,PODE
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,AGIR
PI,Teresina,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,PSOL
PI,Teresina,VICE-PREFEITO,NÃO ELEITO,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",UP
PI,Teresina,VICE-PREFEITO,NÃO ELEITO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,PSTU
PI,Teresina,VICE-PREFEITO,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PCO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,-4,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,AVANTE
PI,Teresina,VEREADOR,#NULO,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",CIDADANIA
PI,Teresina,VEREADOR,#NULO,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,PSD
PI,Teresina,PREFEITO,ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MÉDICO,UNIÃO
PI,Teresina,PREFEITO,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO SUPERIOR,NOVO
PI,Teresina,PREFEITO,NÃO ELEITO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PSTU
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,MILITAR REFORMADO,DC
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,-4,OUTROS,DC
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),MDB
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,ASSISTENTE SOCIAL,PRD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,GERENTE,PRD
PI,Teresina,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",PRD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,PRD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,-4,MOTORISTA PARTICULAR,SOLIDARIEDADE
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,CONTADOR,PP
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PP
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,-4,OUTROS,PP
PI,Teresina,VEREADOR,ELEITO POR QP,FEMININO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,PT
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PT
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ENGENHEIRO,PV
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR INCOMPLETO,-4,TERAPEUTA,PV
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,PSB
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPREGADO DOMÉSTICO,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,REPUBLICANOS
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,EMPRESÁRIO,PSD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,-4,FAXINEIRO,PSD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR INCOMPLETO,-4,DONA DE CASA,PSD
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PSD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",PSD
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,GERENTE,PL
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PL
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PL
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,OUTROS,PL
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,PL
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ENFERMEIRO,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO SUPERIOR,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,OUTROS,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,POLICIAL CIVIL,UNIÃO
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,AVANTE
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,AVANTE
PI,Teresina,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,AVANTE
PI,Teresina,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,TRABALHADOR DE CONSTRUÇÃO CIVIL,NOVO
